filename,steering_angle
img_00000.png,-0.1113129018953381
img_00001.png,-0.09337171557217988
img_00002.png,0.04510924421480672
img_00003.png,-0.0007053940820754834
img_00004.png,-0.1119855235424167
img_00005.png,-0.11313438304487276
img_00006.png,-0.09380618166170297
img_00007.png,-0.09429199001218144
img_00008.png,-0.11803049560094418
img_00009.png,-0.09491020483123383
img_00010.png,-0.07264484520405629
img_00011.png,-0.07269547241685313
img_00012.png,-0.09507814399764511
img_00013.png,-0.09774414468431422
img_00014.png,-0.09870824147957877
img_00015.png,-0.09772712383300167
img_00016.png,-0.0975917855270044
img_00017.png,-0.10124636310224382
img_00018.png,-0.10141970087846738
img_00019.png,-0.10141970087846738
img_00020.png,-0.12946510160744865
img_00021.png,-0.12920876779857654
img_00022.png,-0.12454346789972562
img_00023.png,-0.1287176808035873
img_00024.png,-0.14077178683718428
img_00025.png,-0.2434549544161754
img_00026.png,-0.16074666470686846
img_00027.png,-0.2095107698459037
img_00028.png,-0.15236162062876038
img_00029.png,-0.15678945973664232
img_00030.png,-0.17061440089656846
img_00031.png,-0.3147774801780317
img_00032.png,-0.17301258191376578
img_00033.png,-0.3188694675386932
img_00034.png,-0.2674766457139925
img_00035.png,-0.22491501954554352
img_00036.png,-0.33978071927234244
img_00037.png,-0.20248946053859787
img_00038.png,-0.19366147240158677
img_00039.png,-0.1687776542597258
img_00040.png,-0.15319412941106694
img_00041.png,-0.238010256910792
img_00042.png,-0.23053627433215867
img_00043.png,-0.22205154380313527
img_00044.png,-0.21097206782465724
img_00045.png,-0.14325806848986233
img_00046.png,-0.18661420507510226
img_00047.png,-0.18272667678917928
img_00048.png,-0.1798244887384116
img_00049.png,-0.2854569046160115
img_00050.png,-0.2922618738736074
img_00051.png,-0.18288950785603647
img_00052.png,-0.17602912995514047
img_00053.png,-0.1631047308111347
img_00054.png,0.0
img_00055.png,-0.15637126005980725
img_00056.png,-0.15637126005980725
img_00057.png,-0.16202856293209422
img_00058.png,-0.15918769714816725
img_00059.png,-0.14940865244334173
img_00060.png,0.0
img_00061.png,-0.11750774444147458
img_00062.png,-0.16165774725670484
img_00063.png,-0.18255986186731737
img_00064.png,-0.19282864689364704
img_00065.png,-0.19322470359452165
img_00066.png,-0.31127965045583605
img_00067.png,-0.313365905718255
img_00068.png,-0.20715788500069832
img_00069.png,-0.226687540992053
img_00070.png,-0.23031172616481008
img_00071.png,-0.23124510183033176
img_00072.png,-0.22905638986787633
img_00073.png,0.17500475121032086
img_00074.png,0.004379026125038183
img_00075.png,-0.0007053940820754834
img_00076.png,0.009632063054933882
img_00077.png,0.0019152999239598388
img_00078.png,0.002688068447775309
img_00079.png,0.01163549237169818
img_00080.png,0.04387202945867955
img_00081.png,0.06253885000670509
img_00082.png,0.04002793380920581
img_00083.png,0.025811689452267386
img_00084.png,0.026591838077645646
img_00085.png,0.01627290479887082
img_00086.png,0.03624737646932795
img_00087.png,0.027607534646337754
img_00088.png,0.03676786233078432
img_00089.png,0.032561991735581636
img_00090.png,0.03101744303196131
img_00091.png,0.033895129573777195
img_00092.png,0.0404765099772696
img_00093.png,0.0450125129247665
img_00094.png,0.07246158923953615
img_00095.png,0.0464243846212195
img_00096.png,0.03807708416927303
img_00097.png,0.04322566046390064
img_00098.png,0.0692621868163628
img_00099.png,0.07223271112925479
img_00100.png,0.0
img_00101.png,-0.24301101454634508
img_00102.png,-0.23169941962607046
img_00103.png,-0.17119978163530705
img_00104.png,-0.2701825401623534
img_00105.png,-0.17156017543237304
img_00106.png,0.025883220680823663
img_00107.png,-0.12658751385276296
img_00108.png,-0.27842531906758083
img_00109.png,-0.14945887394011295
img_00110.png,-0.1782127490994608
img_00111.png,-0.2256793762547412
img_00112.png,-0.16749132679586975
img_00113.png,-0.40070157526110084
img_00114.png,-0.2096372844668384
img_00115.png,-0.17730030702674937
img_00116.png,-0.1886421793477453
img_00117.png,-0.3588487048675253
img_00118.png,-0.21274072442933498
img_00119.png,-0.245062274296277
img_00120.png,-0.34554808226469386
img_00121.png,-0.31734700921438935
img_00122.png,0.022795447863501152
img_00123.png,0.08758345494484873
img_00124.png,-0.18546589210725126
img_00125.png,-0.1863217433570641
img_00126.png,-0.1650688080919162
img_00127.png,-0.16804223789725553
img_00128.png,-0.18804044070735593
img_00129.png,-0.1910200682208325
img_00130.png,-0.04526650331669659
img_00131.png,-0.2966370228842272
img_00132.png,-0.4104946854754588
img_00133.png,0.12660320170647024
img_00134.png,0.09007832094472792
img_00135.png,-0.2580274700232156
img_00136.png,-0.14051990269352393
img_00137.png,-0.11798010730116572
img_00138.png,-0.15698618636029218
img_00139.png,-0.2544269340411795
img_00140.png,-0.19279158011137662
img_00141.png,-0.19169169478804587
img_00142.png,-0.19791639591680432
img_00143.png,-0.2981463768009882
img_00144.png,0.006320919029017311
img_00145.png,0.10959656329267545
img_00146.png,-0.15678945973664232
img_00147.png,-0.122812999015088
img_00148.png,-0.2243994752564138
img_00149.png,-0.143314492268555
img_00150.png,-0.24496956990313848
img_00151.png,-0.2230858876420581
img_00152.png,-0.28602348142028045
img_00153.png,-0.14145713391735693
img_00154.png,0.14945843740121317
img_00155.png,0.014476025046022795
img_00156.png,0.00450251545808346
img_00157.png,-0.15304207655000213
img_00158.png,-0.1802777652500645
img_00159.png,-0.11752972185187512
img_00160.png,-0.12123297381249759
img_00161.png,-0.13279338588336373
img_00162.png,-0.18499372099396783
img_00163.png,-0.40497623022010026
img_00164.png,-0.2726906954082395
img_00165.png,-0.1794486711413396
img_00166.png,-0.3526862520506161
img_00167.png,-0.21345215502361425
img_00168.png,0.00456592445762193
img_00169.png,-0.14524783123056062
img_00170.png,-0.21044294207631323
img_00171.png,-0.21380155860196193
img_00172.png,-0.2158643536881146
img_00173.png,-0.2217008954898314
img_00174.png,-0.33291512632479436
img_00175.png,-0.1647326440889459
img_00176.png,-0.23435640529791693
img_00177.png,-0.29992162025252067
img_00178.png,-0.1366445440661594
img_00179.png,-0.15787673527404117
img_00180.png,-0.25103610009752786
img_00181.png,-0.257017173610781
img_00182.png,-0.2671595492006717
img_00183.png,-0.24319927133083621
img_00184.png,-0.22593098647574533
img_00185.png,-0.3487235581851554
img_00186.png,-0.2961599239733828
img_00187.png,-0.3064476997813704
img_00188.png,-0.18895220928004341
img_00189.png,-0.19587889906599248
img_00190.png,-0.23415646630707637
img_00191.png,-0.2828590835488211
img_00192.png,-0.24708065477661204
img_00193.png,-0.30725275793739926
img_00194.png,-0.18544162322280938
img_00195.png,-0.18048926469850476
img_00196.png,-0.17467722570814656
img_00197.png,-0.17456022221079126
img_00198.png,-0.23438005498106715
img_00199.png,0.0
img_00200.png,0.014594358926204457
img_00201.png,0.0040158699513953315
img_00202.png,-0.13135605665425312
img_00203.png,-0.17496645956314705
img_00204.png,-0.1812013747324954
img_00205.png,-0.14891353789787043
img_00206.png,-0.20521976419294466
img_00207.png,-0.21603808390945897
img_00208.png,-0.2084967542712498
img_00209.png,-0.1518015764391618
img_00210.png,-0.15752202229326387
img_00211.png,-0.1683387218785551
img_00212.png,0.007324828098887519
img_00213.png,-0.14484131927225477
img_00214.png,0.004166449673120559
img_00215.png,0.010748960811751307
img_00216.png,-0.0015455370476309405
img_00217.png,-0.011312114672372788
img_00218.png,0.026070877336006208
img_00219.png,0.018093267580143582
img_00220.png,0.03880563633495213
img_00221.png,0.026684408278176853
img_00222.png,0.036304789479452516
img_00223.png,0.029517040173278424
img_00224.png,0.026947715055749773
img_00225.png,0.027729362251167976
img_00226.png,-0.07109202450584524
img_00227.png,0.04083361997898553
img_00228.png,0.028984086069844463
img_00229.png,0.036686776189501544
img_00230.png,0.05692311545631806
img_00231.png,0.0591078516734431
img_00232.png,0.05502684338760443
img_00233.png,0.0582240663360799
img_00234.png,0.08960281392430708
img_00235.png,0.050803988149217
img_00236.png,0.0015455370476309405
img_00237.png,-0.2498193202368756
img_00238.png,-0.17505209044175174
img_00239.png,-0.038803059997457645
img_00240.png,-0.33178748278389436
img_00241.png,-0.2208809416983033
img_00242.png,-0.30377827890737785
img_00243.png,-0.1946156438150155
img_00244.png,-0.20160759242265264
img_00245.png,-0.2417034809030786
img_00246.png,-0.2079935036357872
img_00247.png,-0.24338958330835123
img_00248.png,-0.18037627330942232
img_00249.png,-0.26063167125189757
img_00250.png,-0.20785983092476776
img_00251.png,-0.32992009582580567
img_00252.png,-0.2560854536847422
img_00253.png,-0.2566793045121322
img_00254.png,-0.16998737105918288
img_00255.png,-0.2068601467499414
img_00256.png,-0.26709565360215526
img_00257.png,-0.31613830712396146
img_00258.png,-0.19267250042200257
img_00259.png,-0.15396259057412323
img_00260.png,-0.19619326779110868
img_00261.png,-0.194745913876605
img_00262.png,-0.2452430062355054
img_00263.png,-0.35466448857655297
img_00264.png,-0.2637895539949145
img_00265.png,-0.26485565483871815
img_00266.png,-0.39269908169872414
img_00267.png,-0.3060396238155237
img_00268.png,-0.15769784749854204
img_00269.png,-0.1485123374428276
img_00270.png,-0.13142908492865923
img_00271.png,-0.2667706629103675
img_00272.png,-0.15527624274593915
img_00273.png,0.0
img_00274.png,-0.2635351399129789
img_00275.png,-0.17816312889340455
img_00276.png,-0.2767052855583708
img_00277.png,-0.2596802264404336
img_00278.png,0.07106817312981809
img_00279.png,0.17316046080232614
img_00280.png,0.00208549364118521
img_00281.png,0.0
img_00282.png,-0.27692239724703216
img_00283.png,-0.14770412522859344
img_00284.png,-0.2085684041067237
img_00285.png,-0.09700882724064847
img_00286.png,-0.10235770800590789
img_00287.png,-0.17614002648458071
img_00288.png,-0.16581226077172637
img_00289.png,-0.19530679402876946
img_00290.png,-0.24406466128465246
img_00291.png,-0.3633922603406987
img_00292.png,-0.18180121517809908
img_00293.png,-0.33053554370928134
img_00294.png,-0.16960438020658677
img_00295.png,-0.1656568407118454
img_00296.png,-0.17321799221563844
img_00297.png,-0.1149515240844416
img_00298.png,-0.1597724292773696
img_00299.png,-0.12385797459493562
img_00300.png,-0.11243984794669934
img_00301.png,-0.15831649179962864
