filename,steering_angle
img_00000.png,-0.13661460468859984
img_00001.png,-0.13892088864455177
img_00002.png,-0.13431290236503907
img_00003.png,-0.1353149463695507
img_00004.png,-0.13970015958010565
img_00005.png,-0.13747329025955132
img_00006.png,-0.1936106407171646
img_00007.png,-0.0054752808890991544
img_00008.png,-0.19280198972587573
img_00009.png,-0.1928786575046185
img_00010.png,-0.19354396895892442
img_00011.png,-0.1997012337564393
img_00012.png,-0.19701187975038495
img_00013.png,0.02622547699670788
img_00014.png,-0.20339054906925477
img_00015.png,-0.2115732928085626
img_00016.png,-0.21102770876778665
img_00017.png,-0.3239881477946939
img_00018.png,-0.20996892670961761
img_00019.png,-0.20849501341307633
img_00020.png,-0.2107883650960192
img_00021.png,-0.24475176066310622
img_00022.png,-0.14695844254692486
img_00023.png,-0.1522117818246785
img_00024.png,-0.15318079506864152
img_00025.png,-0.25457391895292314
img_00026.png,-0.2683633614380322
img_00027.png,-0.19739228766995467
img_00028.png,-0.20857754238666074
img_00029.png,-0.327683047145493
img_00030.png,-0.1808549574336479
img_00031.png,-0.17171546734213192
img_00032.png,-0.2329697544930245
img_00033.png,-0.37182262790190834
img_00034.png,-0.3001840449035641
img_00035.png,-0.2939778770700146
img_00036.png,-0.3589694162072553
img_00037.png,-0.2305490673671471
img_00038.png,-0.17010140828459108
img_00039.png,-0.27176144749149145
img_00040.png,-0.25170146782622443
img_00041.png,-0.19238162010141455
img_00042.png,-0.14951394405774512
img_00043.png,-0.19238162010141457
img_00044.png,-0.01462480668835291
img_00045.png,-0.18272667678917928
img_00046.png,-0.005127800593531717
img_00047.png,-0.04470973592945385
img_00048.png,-0.2329697544930245
img_00049.png,-0.28613408169750654
img_00050.png,-0.14860446329239066
img_00051.png,-0.1377484857274181
img_00052.png,-0.34918388209650497
img_00053.png,-0.36607732392292835
img_00054.png,-0.18695100551628288
img_00055.png,-0.19169169478804587
img_00056.png,-0.18288950785603644
img_00057.png,-0.17893589741722002
img_00058.png,-0.008790878265923093
img_00059.png,-0.004762007291574295
img_00060.png,0.1332536113174975
img_00061.png,-0.11598257292625376
img_00062.png,-0.22966742356762748
img_00063.png,-0.1396790843658576
img_00064.png,-0.1842215490056839
img_00065.png,-0.0011130617898842277
img_00066.png,0.057225688909654314
img_00067.png,-0.17580392879956128
img_00068.png,-0.16973822887952114
img_00069.png,-0.11889415935365318
img_00070.png,-0.12538107339294846
img_00071.png,-0.12945655674087989
img_00072.png,-0.1398910602442753
img_00073.png,-0.14450619048400987
img_00074.png,-0.15417713597316846
img_00075.png,-0.158438730864965
