filename,steering_angle,vision_angle,speed
img_00000.png,0.0,0.013824208536242244,0.0
img_00001.png,0.0,0.020340543210925197,0.0
img_00002.png,0.0,0.014182320070714566,0.0
img_00003.png,0.0,0.019642333461924354,0.0
img_00004.png,0.0,-0.048515642873312226,0.0
img_00005.png,0.0,0.022989767104249846,0.0
img_00006.png,0.0,-0.04476453394925796,0.0
img_00007.png,0.0,0.11879361899387185,0.0
img_00008.png,0.0,-0.15143402889777208,0.0
img_00009.png,0.0,0.2868873957017444,0.0
img_00010.png,0.0,-0.05996318823638091,0.0
img_00011.png,0.0,0.05537431769268406,0.0
img_00012.png,0.0,0.0286627465377956,0.0
img_00013.png,0.0,0.03008634690881091,0.0
img_00014.png,0.0,0.0017545985073828803,0.0
img_00015.png,0.0,-0.02468131632543485,0.0
img_00016.png,0.0,-0.0005228429009229079,0.0
img_00017.png,0.0,0.034502469143346697,0.0
img_00018.png,0.0,0.027446632982334594,0.0
img_00019.png,0.0,0.02784511770636578,25.0
img_00020.png,0.0,0.02715823222506194,45.0
img_00021.png,0.0,0.0072402242234963655,65.0
img_00022.png,0.0,0.0061029487718186936,80.0
img_00023.png,0.0,0.020206285803214624,80.0
img_00024.png,0.0,0.002038439861485112,80.0
img_00025.png,0.0,0.017172809607286184,80.0
img_00026.png,0.0,0.014502687643505638,80.0
img_00027.png,0.0,0.001852411602231539,80.0
img_00028.png,0.0,0.020161363017350845,80.0
img_00029.png,0.03,0.01239754426166187,80.0
img_00030.png,0.07,0.014758168369538614,80.0
img_00031.png,0.10999999999999999,0.004294660579529851,80.0
img_00032.png,0.13999999999999999,0.005078904961407744,80.0
img_00033.png,0.17,0.0208766347988656,80.0
img_00034.png,0.2,0.031129143478312304,80.0
img_00035.png,0.2,-0.0006948083693886035,80.0
img_00036.png,0.0,-0.0020954534389067353,80.0
img_00037.png,0.0,-0.010235233765221024,80.0
img_00038.png,0.0,0.006198657290634381,80.0
img_00039.png,0.02,0.006979196580546571,80.0
img_00040.png,0.060000000000000005,-0.003967714343902792,80.0
img_00041.png,0.0,0.016108398028393797,80.0
img_00042.png,0.0,0.00838123830982526,80.0
img_00043.png,0.02,-0.003602329812265431,80.0
img_00044.png,0.060000000000000005,-0.0012878684177235842,80.0
img_00045.png,0.09,0.0031920241562654983,80.0
img_00046.png,0.11999999999999998,-0.0301315975033326,80.0
img_00047.png,0.16,-0.017338938558806645,80.0
img_00048.png,0.0,0.004813249606302957,80.0
img_00049.png,0.0,0.004335672272436333,80.0
img_00050.png,0.0,-0.010026941799005791,80.0
img_00051.png,0.03,-0.003850334348640154,80.0
img_00052.png,0.0,0.0003139151089270339,80.0
img_00053.png,0.0,-0.01833176072019056,80.0
img_00054.png,0.0,-0.012933911403088208,80.0
img_00055.png,0.0,-0.03285001920801981,80.0
img_00056.png,-0.04,0.011664405001594486,80.0
img_00057.png,-0.07,-0.0008080456336467512,80.0
img_00058.png,-0.10999999999999999,-0.012297030285401018,80.0
img_00059.png,0.0,0.007331875715504337,80.0
img_00060.png,0.0,-0.005650584548724262,80.0
img_00061.png,0.0,0.010646432944604425,80.0
img_00062.png,0.0,-0.013422239245296485,80.0
img_00063.png,0.0,-0.04566506961726428,80.0
img_00064.png,0.0,-0.010323024456871482,80.0
img_00065.png,-0.02,-0.02154620334628545,80.0
img_00066.png,0.0,0.0032786375146070658,80.0
img_00067.png,0.0,-0.01843771459210544,80.0
img_00068.png,-0.02,-0.02240402113760245,80.0
img_00069.png,-0.060000000000000005,-0.019447016914251117,80.0
img_00070.png,0.0,-0.012712133865598507,80.0
img_00071.png,0.0,-0.003860820206653097,80.0
img_00072.png,0.0,-0.022390114563878013,80.0
img_00073.png,-0.02,0.007232773299496951,80.0
img_00074.png,-0.02,-0.0064539683674234,80.0
img_00075.png,-0.060000000000000005,0.006009424255365527,80.0
img_00076.png,0.0,-0.028078455361077777,80.0
img_00077.png,0.0,-0.00035160201696001,80.0
img_00078.png,0.0,-0.027505772852447666,80.0
img_00079.png,0.0,-0.018463669670016284,80.0
img_00080.png,0.0,-0.004401938458809044,80.0
img_00081.png,0.0,-0.00776895992125598,80.0
img_00082.png,0.0,-0.00965943866672048,80.0
img_00083.png,0.0,-0.019868369763262273,80.0
img_00084.png,0.0,-0.0085339305623162,80.0
img_00085.png,0.0,-0.006423495045864616,80.0
img_00086.png,0.0,-0.012321053351919126,80.0
img_00087.png,0.0,-0.0018631012240610677,80.0
img_00088.png,0.0,-0.009951635604844541,80.0
img_00089.png,0.0,-0.04978355383415859,80.0
img_00090.png,0.0,0.014356652394334344,80.0
img_00091.png,0.0,-0.012819296286899975,80.0
img_00092.png,-0.02,-0.010139414712744307,80.0
img_00093.png,0.0,0.02210794443854243,80.0
img_00094.png,0.0,-0.02719105067355665,80.0
img_00095.png,0.0,-0.010959316878952938,80.0
img_00096.png,0.0,0.007096450160701889,80.0
img_00097.png,0.0,-0.025785412802070258,80.0
img_00098.png,0.0,-0.015956534930217724,65.0
img_00099.png,0.0,-0.019010456686525786,65.0
img_00100.png,0.0,0.009580719662411516,65.0
img_00101.png,0.0,-0.024908789853133235,60.0
img_00102.png,0.0,-0.02080753964616454,55.0
img_00103.png,0.0,0.005320546601012964,55.0
img_00104.png,0.0,-0.07562780657948834,55.0
img_00105.png,0.0,-0.028941240357128736,55.0
img_00106.png,0.0,-0.030707805429434253,55.0
img_00107.png,0.0,-0.027007828430588042,55.0
img_00108.png,-0.03,-0.03106496533771454,55.0
img_00109.png,0.0,-0.02657669679662924,55.0
img_00110.png,0.0,0.001602319530438411,55.0
img_00111.png,-0.04,-0.00850879245249757,55.0
img_00112.png,0.0,-0.03249993388701346,55.0
img_00113.png,0.0,-0.015111634334848766,55.0
img_00114.png,0.0,0.004745812931859524,40.0
img_00115.png,0.0,0.004066778187097098,40.0
img_00116.png,0.0,-0.016610074215706816,40.0
img_00117.png,0.0,-0.004550047059459848,40.0
img_00118.png,0.0,0.0076243514125913965,45.0
img_00119.png,0.0,-0.006153122469206214,45.0
img_00120.png,0.0,0.012759982415962249,45.0
img_00121.png,0.0,-0.0006737688123170581,50.0
img_00122.png,0.0,-0.047458765437893326,55.0
img_00123.png,-0.03,-0.04861423021419086,55.0
img_00124.png,0.0,-0.055984970836365444,55.0
img_00125.png,0.0,-0.009265123623239826,55.0
img_00126.png,0.0,-0.04916701948358021,55.0
img_00127.png,0.0,-0.001521627013738198,55.0
img_00128.png,0.0,-0.012391565484401859,55.0
img_00129.png,-0.02,-0.04859378271965881,55.0
img_00130.png,-0.05,-0.040917030693705926,55.0
img_00131.png,-0.09,-0.05326684963978072,55.0
img_00132.png,0.0,-0.01504892797147775,55.0
img_00133.png,0.0,0.012654287579482068,55.0
img_00134.png,0.02,-0.056876390026113194,55.0
img_00135.png,0.07,-0.06611833572225796,55.0
img_00136.png,0.0,-0.057228491705866004,55.0
img_00137.png,0.0,-0.05857886588206796,55.0
img_00138.png,-0.01,-0.0633734937020125,55.0
img_00139.png,-0.05,-0.042185543502116424,55.0
img_00140.png,-0.09,-0.055591901237047166,55.0
img_00141.png,-0.11999999999999998,-0.05795634308979963,55.0
img_00142.png,0.0,-0.12480421695251033,55.0
img_00143.png,0.0,-0.06625443764428572,55.0
img_00144.png,0.0,-0.045257957502850714,55.0
img_00145.png,-0.02,-0.08259508758035984,55.0
img_00146.png,-0.060000000000000005,-0.049549353415818724,55.0
img_00147.png,-0.09999999999999999,-0.04195220008021238,55.0
img_00148.png,-0.13999999999999999,-0.05503397725854542,55.0
img_00149.png,-0.18000000000000002,-0.025274313759732447,55.0
img_00150.png,0.0,-0.05507775089146607,55.0
img_00151.png,0.0,-0.040900507794319994,55.0
img_00152.png,0.0,-0.05691472473910627,55.0
img_00153.png,0.0,-0.047806090873518156,55.0
img_00154.png,0.0,-0.08848919737114164,55.0
img_00155.png,-0.03,-0.033360565962167466,55.0
img_00156.png,-0.07,-0.030200376175510926,55.0
img_00157.png,-0.10999999999999999,-0.02366714712111273,55.0
img_00158.png,-0.15,-0.038023492436929957,55.0
img_00159.png,0.0,0.017334821796584663,55.0
img_00160.png,0.0,-0.024231219209500585,55.0
img_00161.png,-0.03,-0.04917385738328088,55.0
img_00162.png,-0.07,-0.020843201844372272,55.0
img_00163.png,-0.10999999999999999,-0.03411926876268246,55.0
img_00164.png,-0.15,0.001513504386777652,55.0
img_00165.png,-0.18000000000000002,-0.028791493199960327,55.0
img_00166.png,0.0,-0.03922559461352067,55.0
img_00167.png,0.0,-0.022238374577027493,55.0
img_00168.png,0.0,-0.03681516230433279,55.0
img_00169.png,-0.02,-0.028096659259133277,55.0
img_00170.png,-0.060000000000000005,-0.02374521950063467,55.0
img_00171.png,-0.10999999999999999,-0.022983592567841504,55.0
img_00172.png,-0.15,-0.03660178423007248,55.0
img_00173.png,0.0,0.00778438140568535,55.0
img_00174.png,0.0,0.0026686701851354163,55.0
img_00175.png,-0.01,-0.00015476150091837552,55.0
img_00176.png,-0.05,-0.019824305457168682,55.0
img_00177.png,-0.08,-0.004723548444556033,55.0
img_00178.png,-0.12999999999999998,-0.01796676055372963,55.0
img_00179.png,0.0,-0.006609988800799734,55.0
img_00180.png,-0.03,0.002436255513099185,55.0
img_00181.png,-0.07,0.00038651027231016466,55.0
img_00182.png,-0.10999999999999999,0.009814044454789684,55.0
img_00183.png,-0.13999999999999999,0.004621371431176944,55.0
img_00184.png,-0.18000000000000002,-0.056137648464519345,55.0
img_00185.png,-0.2,-0.03576025891530894,55.0
img_00186.png,0.0,-0.015313635307535023,55.0
img_00187.png,0.0,-0.04788037427224128,55.0
img_00188.png,-0.02,-0.026978595402445734,55.0
img_00189.png,-0.07,-0.020447157406937973,55.0
img_00190.png,-0.11999999999999998,-0.038789469742580664,55.0
img_00191.png,-0.16,-0.014305759443061615,55.0
img_00192.png,-0.2,-0.011059183337180476,55.0
img_00193.png,0.0,-0.03996744138569582,55.0
img_00194.png,-0.03,-0.025293825799161777,55.0
img_00195.png,-0.07,-0.0184042618184318,55.0
img_00196.png,-0.10999999999999999,-0.046977074260740985,55.0
img_00197.png,-0.16,-0.03820634395028153,55.0
img_00198.png,-0.2,-0.04093038130540024,55.0
img_00199.png,0.0,-0.05929251071329176,55.0
img_00200.png,0.0,-0.06297451865000503,55.0
img_00201.png,0.0,-0.031457555703125625,55.0
img_00202.png,0.0,-0.045310950239010266,55.0
img_00203.png,0.0,-0.07118852969312828,55.0
img_00204.png,0.0,-0.04337658559703094,55.0
img_00205.png,0.0,-0.039070100704462284,55.0
img_00206.png,0.0,-0.042869974046260084,55.0
img_00207.png,-0.03,-0.056346011256826325,55.0
img_00208.png,-0.08,-0.059233464472688194,55.0
img_00209.png,-0.11999999999999998,-0.08235883221906917,55.0
img_00210.png,-0.16,-0.03506845168766483,55.0
img_00211.png,-0.2,-0.01655373489352337,55.0
img_00212.png,-0.2,-0.0193681713284791,55.0
img_00213.png,0.0,0.024830128892467457,55.0
img_00214.png,0.0,0.014984728299862119,55.0
img_00215.png,0.0,0.037251912686080135,55.0
img_00216.png,-0.03,-0.002374725604602119,55.0
img_00217.png,0.0,0.004650299007704418,55.0
img_00218.png,0.0,-0.019655057839371513,55.0
img_00219.png,0.0,-0.0485747520958545,55.0
img_00220.png,-0.04,-0.0038569366284985974,55.0
img_00221.png,-0.09,-0.006000182926578279,55.0
img_00222.png,0.0,-0.012450799433701821,55.0
img_00223.png,0.0,-0.03258996251236673,55.0
img_00224.png,0.0,0.0031515844208277436,55.0
img_00225.png,0.0,-0.038035748152735624,55.0
img_00226.png,0.0,-0.01223817165888041,55.0
img_00227.png,0.0,-0.015185521705355656,55.0
img_00228.png,0.0,-0.014304667267236903,55.0
img_00229.png,0.0,-0.023945892611213795,55.0
img_00230.png,0.0,-0.04996941529879676,55.0
img_00231.png,0.0,-0.023803927120231497,55.0
img_00232.png,-0.03,-0.020386119895650683,55.0
img_00233.png,-0.07,-0.057503922544550834,55.0
img_00234.png,-0.10999999999999999,-0.04310322005151213,55.0
img_00235.png,0.0,-0.010554784524875724,55.0
img_00236.png,0.0,-0.03309605021818328,55.0
img_00237.png,0.0,-0.011116971315947424,55.0
img_00238.png,0.0,-0.03388174106720423,55.0
img_00239.png,0.0,-0.05682766458742762,55.0
img_00240.png,0.0,-0.007006700210288198,55.0
img_00241.png,0.0,-0.009321636212229143,55.0
img_00242.png,0.0,-0.008723171597148437,55.0
img_00243.png,0.0,-0.01988865657440264,55.0
img_00244.png,0.0,-0.012678626085160606,55.0
img_00245.png,0.04,-0.030335976899570575,55.0
