filename,steering_angle,vision_angle,speed
img_00000.png,0.0,-0.0026250883401303052,0.0
img_00001.png,0.0,0.04420427364390868,0.0
img_00002.png,0.0,0.013338310889442297,0.0
img_00003.png,0.0,0.02995276482153927,0.0
img_00004.png,0.0,0.0005622565075285247,0.0
img_00005.png,0.0,0.004803301725475942,0.0
img_00006.png,0.0,0.04299740927786663,0.0
img_00007.png,0.0,0.018804679792099484,5.0
img_00008.png,0.0,-4.997942274103965e-05,10.0
img_00009.png,0.0,0.012204105387883659,10.0
img_00010.png,0.0,0.048991540870558535,10.0
img_00011.png,0.0,0.006805279703077951,25.0
img_00012.png,0.0,0.0008185935771964666,25.0
img_00013.png,0.0,0.016134811625388212,25.0
img_00014.png,0.0,-0.053056362950764234,35.0
img_00015.png,0.0,0.021351485034193412,35.0
img_00016.png,0.0,-0.0005111994993085814,35.0
img_00017.png,0.0,0.018120169021655596,35.0
img_00018.png,0.0,-0.026137885116900874,45.0
img_00019.png,0.0,0.02303142680864516,45.0
img_00020.png,0.0,0.011063746975685903,45.0
img_00021.png,0.0,0.030493104890682715,45.0
img_00022.png,0.0,0.0038439563109250673,45.0
img_00023.png,0.0,0.001960291774863727,45.0
img_00024.png,0.0,0.005632523704285882,50.0
img_00025.png,0.0,0.02522707583435645,55.0
img_00026.png,0.0,-0.023747985736132644,55.0
img_00027.png,0.0,0.03517243960729947,55.0
img_00028.png,0.0,0.0029521635415880438,60.0
img_00029.png,0.0,0.0007073193451427914,65.0
img_00030.png,0.0,0.0008637086349121243,65.0
img_00031.png,0.0,0.03024223885653519,65.0
img_00032.png,0.0,0.00877846401117546,65.0
img_00033.png,0.0,0.016113963901761775,65.0
img_00034.png,0.0,0.03758420004078503,65.0
img_00035.png,0.0,0.022409859298260462,65.0
img_00036.png,0.0,-0.0027957370083448313,65.0
img_00037.png,0.0,0.01185547323467031,65.0
img_00038.png,-0.03,-0.010574831063098354,65.0
img_00039.png,-0.08,0.0053011538025081704,65.0
img_00040.png,-0.11999999999999998,-0.04054694852364995,65.0
img_00041.png,-0.15,0.0241943413478313,65.0
img_00042.png,0.0,-0.007035504239078544,65.0
img_00043.png,0.0,-0.017789506099881145,65.0
img_00044.png,0.03,-0.05937466582488751,65.0
img_00045.png,0.0,-0.010402812784650443,65.0
img_00046.png,0.0,0.012836799714643653,65.0
img_00047.png,0.0,0.01676475520878695,65.0
img_00048.png,0.0,-0.014059039155124346,65.0
img_00049.png,0.0,0.025156033529229543,65.0
img_00050.png,0.0,0.002741826114709758,65.0
img_00051.png,0.0,-0.00421425561966558,65.0
img_00052.png,-0.01,0.02067763907352079,65.0
img_00053.png,-0.05,-0.010315063909726353,65.0
img_00054.png,0.0,-0.0040748598217083265,65.0
img_00055.png,0.0,0.008787441775483261,65.0
img_00056.png,0.0,0.012259817589206171,65.0
img_00057.png,0.0,-0.0041635398629725285,65.0
img_00058.png,-0.01,0.03414941651794337,65.0
img_00059.png,-0.05,0.00939866201865667,65.0
img_00060.png,0.0,-0.029406030801205647,65.0
img_00061.png,0.0,0.000693907795561343,65.0
img_00062.png,0.0,-0.009101933186607764,65.0
img_00063.png,-0.03,-0.00043351436663732117,65.0
img_00064.png,-0.07,0.0017230715823414841,65.0
img_00065.png,-0.10999999999999999,-0.07206273159987057,65.0
img_00066.png,0.0,-0.060108666568155195,65.0
img_00067.png,0.0,-0.001057479767811877,65.0
img_00068.png,0.01,-0.019989795421666477,65.0
img_00069.png,0.05,-0.02269014123485078,65.0
img_00070.png,0.0,-0.010414631042595464,65.0
img_00071.png,0.0,-0.01371077023553449,65.0
img_00072.png,0.0,-0.0013713060540078532,65.0
img_00073.png,0.02,-0.005384061209184824,65.0
img_00074.png,0.060000000000000005,-0.013015091809358982,65.0
img_00075.png,0.0,-0.013853703208798132,65.0
img_00076.png,0.0,-0.01498879219619049,65.0
img_00077.png,0.0,-0.01295679371623877,65.0
img_00078.png,0.0,-0.0069235401398857095,65.0
img_00079.png,0.0,-0.05463930783507003,65.0
img_00080.png,0.0,-0.011965583578940774,65.0
img_00081.png,0.0,-0.010482963720486543,65.0
img_00082.png,0.0,-0.015379211885422416,55.0
img_00083.png,0.0,-0.009238961678667378,55.0
img_00084.png,0.0,-0.0051640163573312145,55.0
img_00085.png,0.0,0.0026574766330763706,55.0
img_00086.png,0.0,-0.020941341121716455,55.0
img_00087.png,0.0,-0.05391327203067009,55.0
img_00088.png,0.0,-0.016620256979054397,55.0
img_00089.png,0.0,-0.002745468597203116,55.0
img_00090.png,0.0,-0.0077775398970441985,55.0
img_00091.png,0.0,-0.010081382300289952,55.0
img_00092.png,0.0,0.013115354326978149,55.0
img_00093.png,0.0,-0.012458323450924699,55.0
img_00094.png,0.0,-0.008032736620306883,55.0
img_00095.png,0.0,-0.04135705552700229,55.0
img_00096.png,0.0,0.0021815677216440524,55.0
img_00097.png,0.0,-0.0029281565676102083,55.0
img_00098.png,0.0,-0.004919747797021679,55.0
img_00099.png,0.0,-0.0013104765080180479,55.0
img_00100.png,0.0,-0.004078628364767552,55.0
img_00101.png,0.0,0.0007680435359724116,55.0
img_00102.png,0.0,-0.004641123570854194,55.0
img_00103.png,0.0,-0.0029555530050251358,55.0
img_00104.png,0.0,-0.0014337401599745065,55.0
img_00105.png,0.0,-0.0023133556506201966,55.0
img_00106.png,0.0,0.001992352696715774,55.0
img_00107.png,0.0,-0.0022379536773645663,55.0
img_00108.png,0.0,-0.0027774874539434023,55.0
img_00109.png,0.0,-0.008795571889045535,55.0
img_00110.png,0.0,-0.0019937680538124453,55.0
