filename,steering_angle,vision_angle,speed
img_00000.png,0.0,0.010342270431214207,0.0
img_00001.png,0.0,-0.006654442926942561,0.0
img_00002.png,0.0,-0.20010748233337258,0.0
img_00003.png,0.0,-0.006654442926942561,0.0
img_00004.png,0.0,0.004000086627910876,0.0
img_00005.png,0.0,-0.005619625802065931,0.0
img_00006.png,0.0,-0.007676626422430832,0.0
img_00007.png,0.0,-0.006346400096308102,0.0
img_00008.png,0.0,-0.008580015810328023,0.0
img_00009.png,0.0,-0.005619625802065931,0.0
img_00010.png,0.0,-0.00558207980829406,0.0
img_00011.png,0.0,-0.00756023903748998,0.0
img_00012.png,0.0,-0.20010748233337258,0.0
img_00013.png,0.0,-0.15060614379710113,0.0
img_00014.png,0.0,-0.1951504352333001,0.0
img_00015.png,0.0,-0.18797758144922358,0.0
img_00016.png,0.0,-0.18802682439889037,0.0
img_00017.png,0.0,-0.14774506265130696,0.0
img_00018.png,0.0,-0.19645124502057987,0.0
img_00019.png,0.0,-0.23308782532318117,0.0
img_00020.png,0.0,0.011468775525972946,0.0
img_00021.png,0.0,-0.1454612332187907,0.0
img_00022.png,0.0,-0.23307078700468614,0.0
img_00023.png,0.0,-0.1479257644412939,10.0
img_00024.png,0.0,0.013443464648335207,30.0
img_00025.png,0.0,-0.1947129541091485,45.0
img_00026.png,0.0,-0.2901395615024679,60.0
img_00027.png,0.0,-0.19555353385192953,60.0
img_00028.png,0.0,-0.29142448120282327,60.0
img_00029.png,0.0,-0.19630348472678935,60.0
img_00030.png,0.0,-0.1956191361570319,60.0
img_00031.png,0.0,-0.19403331636251678,60.0
img_00032.png,0.0,-0.1969451354448746,60.0
img_00033.png,0.0,-0.19529462369879055,60.0
img_00034.png,0.0,-0.14819120111060557,60.0
img_00035.png,0.0,-0.14561153858609774,60.0
img_00036.png,0.0,-0.14754366785679793,60.0
img_00037.png,0.0,-0.19763518271534597,60.0
img_00038.png,0.0,-0.19597095772918036,60.0
img_00039.png,0.0,-0.19545392360255878,60.0
img_00040.png,0.0,-0.1958640343737218,60.0
img_00041.png,0.0,-0.19454820657805474,60.0
img_00042.png,0.0,-0.2988510442773299,60.0
img_00043.png,0.0,-0.19605778767625706,60.0
img_00044.png,0.0,-0.1967712763193922,60.0
img_00045.png,0.0,-0.19503553566554546,60.0
img_00046.png,0.0,-0.1957385323716199,60.0
img_00047.png,0.0,-0.19727046511488355,60.0
img_00048.png,0.0,-0.29539258194405627,60.0
img_00049.png,0.0,-0.19602883208995495,60.0
img_00050.png,0.0,0.011281359877633484,60.0
img_00051.png,0.0,-0.19154820649741322,60.0
img_00052.png,0.0,-0.19755232257251676,60.0
img_00053.png,0.0,-0.19574562626741643,60.0
img_00054.png,0.0,-0.19497721682297334,60.0
img_00055.png,0.0,-0.19835398952763392,60.0
img_00056.png,0.0,-0.1975882681474741,60.0
img_00057.png,0.0,-0.1958640343737218,60.0
img_00058.png,0.0,-0.14365145505024823,60.0
img_00059.png,0.0,-0.14450740252956767,60.0
img_00060.png,0.0,-0.14442307127960388,60.0
img_00061.png,0.0,-0.14423129378205024,60.0
img_00062.png,0.0,-0.14396627199679152,60.0
img_00063.png,0.0,-0.14795116277822395,60.0
img_00064.png,0.0,-0.14704724198473146,60.0
img_00065.png,0.0,-0.14678244557585848,60.0
img_00066.png,0.0,-0.14876549214572543,60.0
img_00067.png,0.0,-0.14651148186677027,60.0
img_00068.png,0.0,-0.23774166601322388,60.0
img_00069.png,0.0,-0.14735092383556506,60.0
img_00070.png,0.0,-0.14660333043545104,60.0
img_00071.png,0.0,-0.1472555558649805,60.0
img_00072.png,0.0,-0.1473310194490422,60.0
img_00073.png,0.0,-0.1438062805908452,60.0
img_00074.png,0.0,-0.14922580035189636,60.0
img_00075.png,0.0,-0.1489143225501308,60.0
img_00076.png,0.0,-0.14607287754232606,60.0
img_00077.png,0.0,-0.14673817996450364,60.0
img_00078.png,0.0,-0.14554142906333517,60.0
img_00079.png,0.0,-0.14623291261722998,60.0
img_00080.png,0.0,-0.1483140836074719,60.0
img_00081.png,0.0,-0.14713806411267297,60.0
img_00082.png,0.0,-0.14786409047035493,60.0
img_00083.png,0.0,-0.09223333816328222,60.0
img_00084.png,0.0,-0.14770845392025417,60.0
img_00085.png,0.0,-0.14689802578029135,60.0
img_00086.png,0.0,-0.1464709677740929,60.0
img_00087.png,0.0,-0.23839697104577323,60.0
img_00088.png,0.0,-0.14359162695155062,60.0
img_00089.png,0.0,-0.14416523371728085,60.0
img_00090.png,0.0,-0.1459197850936119,60.0
img_00091.png,0.0,-0.14777683397249053,60.0
img_00092.png,0.0,-0.14672369697455792,60.0
img_00093.png,0.0,-0.14807885689000808,60.0
img_00094.png,0.0,-0.19564932194860118,60.0
img_00095.png,0.0,-0.18912396760982741,60.0
img_00096.png,0.0,-0.13844203727020882,60.0
img_00097.png,0.0,-0.14623291261722998,60.0
img_00098.png,0.0,-0.14752410477202552,60.0
img_00099.png,0.0,-0.004798284241772652,60.0
img_00100.png,0.0,-0.2294647891623031,60.0
img_00101.png,0.0,-0.13987029182485244,60.0
img_00102.png,0.0,0.013798713936084764,60.0
img_00103.png,0.0,-0.11119311693957998,60.0
img_00104.png,0.0,-0.13933388752834694,60.0
img_00105.png,0.0,-0.13836208893954466,60.0
img_00106.png,0.0,-0.14314406300329716,60.0
img_00107.png,0.0,-0.13960134683787273,60.0
img_00108.png,0.0,-0.14284983010658944,60.0
img_00109.png,0.0,-0.13838376441900715,60.0
img_00110.png,0.0,-0.14072926224356438,60.0
img_00111.png,0.0,-0.13977748385587127,60.0
img_00112.png,0.0,-0.14046807335477005,60.0
img_00113.png,0.0,-0.1393488538459719,60.0
img_00114.png,0.0,-0.1388108224252056,60.0
img_00115.png,0.0,-0.13932458580059756,60.0
img_00116.png,0.0,-0.14311916106837339,60.0
img_00117.png,0.0,-0.1423313425617397,60.0
img_00118.png,0.0,-0.14021013413060726,60.0
img_00119.png,0.0,-0.13914896236619279,60.0
img_00120.png,0.0,-0.14273703053000372,60.0
img_00121.png,0.0,-0.23254426664327923,60.0
img_00122.png,0.0,-0.13872597952116295,60.0
img_00123.png,0.0,-0.13699426333622075,60.0
img_00124.png,0.0,-0.14242628255257397,60.0
img_00125.png,0.0,-0.13902989045575725,60.0
img_00126.png,0.0,-0.14158447800086918,60.0
img_00127.png,0.0,-0.14026492322194445,60.0
img_00128.png,0.0,-0.138408516424625,60.0
img_00129.png,0.0,-0.13978307612440882,60.0
img_00130.png,0.0,-0.1414220516315197,60.0
img_00131.png,0.0,-0.138129693146985,60.0
img_00132.png,0.0,-0.13789079161063517,60.0
img_00133.png,0.0,-0.23120382162615188,60.0
img_00134.png,0.0,-0.13878108625647562,60.0
img_00135.png,0.0,-0.14193582774587193,60.0
img_00136.png,0.0,-0.13932458580059756,60.0
img_00137.png,0.0,-0.13889752779439912,60.0
img_00138.png,0.0,-0.13990451981952376,60.0
img_00139.png,0.0,-0.1386869392994242,60.0
img_00140.png,0.0,-0.138562343421721,60.0
img_00141.png,0.0,-0.13671855511769168,60.0
img_00142.png,0.0,-0.13935042584967286,60.0
img_00143.png,0.0,-0.1404980558114131,60.0
img_00144.png,0.0,-0.13920814426267403,60.0
img_00145.png,0.0,-0.14189667028398348,60.0
img_00146.png,0.0,-0.14209092600536455,60.0
img_00147.png,0.0,-0.1375545827881185,60.0
img_00148.png,0.0,-0.13977748385587127,60.0
img_00149.png,0.0,-0.13986395942313823,60.0
img_00150.png,0.0,-0.13908806742272428,60.0
img_00151.png,0.0,-0.14185490353256158,60.0
img_00152.png,0.0,-0.14151649111181228,60.0
img_00153.png,0.0,-0.1437480206879547,60.0
img_00154.png,0.0,-0.13910213732807256,60.0
img_00155.png,0.0,-0.13839504708983982,60.0
img_00156.png,0.0,-0.14192673675736475,60.0
img_00157.png,0.0,-0.14117688856428304,60.0
img_00158.png,0.0,-0.14124078289328323,60.0
img_00159.png,0.0,-0.13789578095904012,60.0
img_00160.png,0.0,-0.13868009242707174,60.0
img_00161.png,0.0,-0.13933017806913509,60.0
