filename,steering_angle,vision_angle,speed
img_00030.png,0,0.00359706,0
img_00031.png,0,-0.015384749,0
img_00032.png,0,-0.012443388,0
img_00033.png,0,-0.008549275,0
img_00034.png,0,-0.007850328,10
img_00035.png,0,-0.012786451,30
img_00036.png,0,-0.015872306,50
img_00037.png,0,0.007117645,50
img_00038.png,0,-0.016330224,70
img_00039.png,0,0.002235924,80
img_00040.png,0,-0.00876252,80
img_00041.png,0,-0.004977983,80
img_00042.png,0,0.008417741,80
img_00043.png,0,0.001357836,80
img_00044.png,0,-0.001208393,70
img_00045.png,0,0.007781492,60
img_00046.png,0,-0.00259202,50
img_00047.png,0,-0.008225433,45
img_00048.png,0,-0.011159976,40
img_00049.png,0,-0.031518197,40
img_00050.png,0,0.013454664,40
img_00051.png,0,-0.008849005,40
img_00052.png,0,-0.016625734,40
img_00053.png,0,-0.025984824,40
img_00054.png,0,-0.005014066,40
img_00055.png,0,-0.01427612,30
img_00056.png,0,-0.020158477,30
img_00057.png,0,-0.012039975,30
img_00058.png,0,0.000709381,30
img_00059.png,0,-0.011967268,30
img_00060.png,0,-0.002654233,30
img_00061.png,-0.02,-0.002198904,30
img_00062.png,0,-0.016172803,30
img_00063.png,0,-0.007392579,25
img_00064.png,0,-0.010847091,15
img_00065.png,0,0.001756459,15
img_00066.png,0,-0.02942489,15
img_00067.png,0,-0.017111928,10
img_00068.png,0,-0.046513091,10
img_00069.png,0,0.129417131,10
img_00070.png,0,0.10710767,10
img_00071.png,0,0.116534544,10
img_00072.png,0,0.102360018,10
img_00073.png,0,0.085184008,0
img_00074.png,0,0.132124513,0
img_00075.png,0,0.130047097,0
img_00076.png,0,-0.011294081,0
img_00077.png,0,-0.124293675,0
img_00078.png,0,0.017812669,0
img_00079.png,0,0.015577219,0
img_00080.png,0,-0.006312824,0
img_00081.png,0,0.000560016,15
img_00082.png,0,-0.010146796,15
img_00083.png,0,-0.001344988,15
img_00084.png,0.05,-0.00425888,15
img_00085.png,0.1,-0.008696825,15
img_00086.png,0.14,-0.010267004,15
img_00087.png,0,-0.013916198,15
img_00088.png,0.03,-0.024557343,15
img_00089.png,0.08,0.000899696,15
img_00090.png,0.12,-0.009438241,15
img_00091.png,0.16,-0.021378545,15
img_00092.png,0.21,-0.010270079,15
img_00093.png,0.26,-0.036401755,15
img_00094.png,0.3,-0.015545569,15
img_00095.png,0.34,-0.016483271,15
img_00096.png,0.39,-0.011232209,15
img_00097.png,0.44,-0.039023191,15
img_00098.png,0.48,-0.034022801,15
img_00099.png,0.5,-0.060756558,15
img_00100.png,0.5,-0.044575678,15
img_00101.png,0.5,-0.036322342,15
img_00102.png,0.5,-0.044163797,15
img_00103.png,0.5,-0.064732134,15
img_00104.png,0.5,-0.050571034,15
img_00105.png,0.5,-0.046423429,15
img_00106.png,0.5,0.016200887,15
img_00107.png,0.5,0.012631117,15
img_00108.png,0.5,-0.000572389,15
img_00109.png,0.5,0.009254859,15
img_00110.png,0.5,0.01729615,15
img_00111.png,0.5,0.02214454,15
img_00112.png,0.5,0.020513136,15
img_00113.png,0.5,0.010949856,15
img_00114.png,0.5,0.018388892,15
img_00115.png,0.5,0.027411003,15
img_00116.png,0.5,0.041758282,15
img_00117.png,0.5,0.020753045,15
img_00118.png,0.5,0.024083507,15
img_00119.png,0.5,0.022220689,15
img_00120.png,0.5,0.002175245,15
img_00121.png,0.5,-0.003269414,15
img_00122.png,0.5,0.009230163,15
img_00123.png,0.5,-0.010456439,15
img_00124.png,0.5,-0.021975667,15
img_00125.png,0.5,-0.035943986,15
img_00126.png,0.5,-0.025371017,15
img_00127.png,0.5,-0.036887336,15
img_00128.png,0,-0.047756168,15
img_00129.png,-0.04,-0.003939869,15
img_00130.png,-0.08,-0.014867142,15
img_00131.png,-0.13,5.80E-05,15
img_00132.png,-0.17,-0.006440247,15
img_00133.png,-0.21,-0.019270475,15
img_00134.png,0,-0.015721235,15
img_00135.png,0,-0.020089313,15
img_00136.png,0,-0.01496252,15
img_00137.png,0,-0.023357795,15
img_00138.png,-0.03,-0.019433589,15
img_00139.png,0,-0.01792612,15
img_00140.png,0,-0.04714872,15
img_00141.png,0,-0.037616018,15
img_00142.png,0,-0.019692409,15
img_00143.png,0,-0.039320634,15
img_00144.png,0.0,0.0696479628536359,15.0
img_00145.png,0.0,0.05853270369752845,15.0
img_00146.png,0.0,0.043262387816306,15.0
img_00147.png,0.0,0.05557561748693247,15.0
img_00148.png,0.0,0.05480622119858555,15.0
img_00149.png,0.0,0.0726727591508732,15.0
img_00150.png,0.0,0.03766145089333582,15.0
img_00151.png,0.0,0.10844294036241338,15.0
img_00152.png,0.0,0.1037089979770956,15.0
img_00153.png,0.0,0.057239264196802475,15.0
img_00154.png,0.0,0.09465231298345313,15.0
img_00155.png,0.0,0.06663832230798003,15.0
img_00156.png,0.0,0.05310622757847898,15.0
img_00157.png,0.0,0.06057941010216177,15.0
img_00158.png,0.0,0.049663833520613716,15.0
img_00159.png,0.0,0.04610266830929131,15.0
img_00160.png,0.0,0.06388330353437958,15.0
img_00161.png,0.0,0.025639061849114318,15.0
img_00162.png,0.0,-0.003467499207138084,15.0
img_00163.png,0.0,0.026174255175550974,15.0
img_00164.png,0.0,-0.002584058498845396,15.0
img_00165.png,0.01,-0.0027798978632291183,15.0
img_00166.png,0.05,0.009613299705984762,15.0
img_00167.png,0.0,0.009225348088295744,15.0
img_00168.png,0.0,0.012764571066978881,15.0
img_00169.png,0.0,-0.024270478373183774,5.0
img_00170.png,0.0,-0.00707759051235765,5.0
